# Формат файла цепочек рефлексов
# CHAIN|ID|Name|Description
# LINK|LinkID|ActionID|SuccessNext|FailureNext|Description
# ID: уникальный идентификатор цепочки
# Name: наименование цепочки
# LinkID: уникальный идентификатор звена
# ActionID: ID действия для выполнения
# SuccessNext: ID следующего звена при успехе
# FailureNext: ID следующего звена при неудаче

CHAIN|1|Реакция на Скучает|
LINK|1|3|2|0|Исследует
LINK|2|10|0|0|Грустит

CHAIN|2|Реакция на Ленится|
LINK|1|14|2|0|Спит
LINK|2|10|0|0|Грустит

CHAIN|3|Реакция на Спит|
LINK|1|12|2|0|Ленится
LINK|2|15|0|0|Скучает

CHAIN|4|Реакция на Жалуется|
LINK|1|4|2|0|Просит помощи
LINK|2|10|0|0|Грустит

CHAIN|5|Реакция на Пугается|
LINK|1|4|2|0|Просит помощи
LINK|2|5|0|0|Плачет

CHAIN|6|Реакция на Исследует|
LINK|1|21|2|0|Наблюдает
LINK|2|10|0|0|Грустит

CHAIN|7|Реакция на Злится|
LINK|1|16|2|0|Требует
LINK|2|22|0|0|Бунтует

CHAIN|8|Реакция на Просит помощи|
LINK|1|21|2|0|Наблюдает
LINK|2|10|0|0|Грустит

CHAIN|9|Реакция на Скучает|
LINK|1|3|2|0|Исследует
LINK|2|19|0|0|Капризничает

CHAIN|10|Реакция на Исследует|
LINK|1|21|2|0|Наблюдает
LINK|2|15|0|0|Скучает

CHAIN|11|Реакция на Пугается|
LINK|1|4|2|0|Просит помощи
LINK|2|5|0|0|Плачет

CHAIN|12|Реакция на Злится|
LINK|1|22|2|0|Бунтует
LINK|2|27|0|0|Пугает

CHAIN|13|Реакция на Злится|
LINK|1|19|2|0|Капризничает
LINK|2|16|0|0|Требует

CHAIN|14|Реакция на Ленится|
LINK|1|14|2|0|Спит
LINK|2|18|0|0|Доверяет

CHAIN|15|Реакция на Скучает|
LINK|1|12|2|0|Ленится
LINK|2|21|0|0|Наблюдает

CHAIN|16|Реакция на Жалуется|
LINK|1|4|2|0|Просит помощи
LINK|2|10|0|0|Грустит

CHAIN|17|Реакция на Спит|
LINK|1|12|2|0|Ленится
LINK|2|15|0|0|Скучает

CHAIN|18|Реакция на Исследует|
LINK|1|21|2|0|Наблюдает
LINK|2|11|0|0|Злится

CHAIN|19|Реакция на Пугается|
LINK|1|4|2|0|Просит помощи
LINK|2|11|0|0|Злится

CHAIN|20|Реакция на Исследует|
LINK|1|4|2|0|Просит помощи
LINK|2|21|0|0|Наблюдает

CHAIN|21|Реакция на Спит|
LINK|1|12|2|0|Ленится
LINK|2|18|0|0|Доверяет

CHAIN|22|Реакция на Злится|
LINK|1|22|2|0|Бунтует
LINK|2|25|0|0|Наказывает

CHAIN|23|Реакция на Скучает|
LINK|1|13|2|0|Играет
LINK|2|17|0|0|Жалуется

CHAIN|24|Реакция на Просит помощи|
LINK|1|13|2|0|Играет
LINK|2|10|0|0|Грустит

CHAIN|25|Реакция на Пугается|
LINK|1|4|2|0|Просит помощи
LINK|2|11|0|0|Злится

CHAIN|26|Реакция на Злится|
LINK|1|16|2|0|Требует
LINK|2|22|0|0|Бунтует

CHAIN|27|Реакция на Исследует|
LINK|1|11|2|0|Злится
LINK|2|21|0|0|Наблюдает

CHAIN|28|Реакция на Злится|
LINK|1|22|2|0|Бунтует
LINK|2|16|0|0|Требует

CHAIN|29|Реакция на Скучает|
LINK|1|3|2|0|Исследует
LINK|2|11|0|0|Злится

CHAIN|30|Реакция на Просит помощи|
LINK|1|3|2|0|Исследует
LINK|2|10|0|0|Грустит

CHAIN|31|Реакция на Просит помощи|
LINK|1|3|2|0|Исследует
LINK|2|17|0|0|Жалуется

CHAIN|32|Реакция на Исследует|
LINK|1|4|2|0|Просит помощи
LINK|2|21|0|0|Наблюдает

CHAIN|33|Реакция на Исследует|
LINK|1|4|2|0|Просит помощи
LINK|2|10|0|0|Грустит

CHAIN|34|Реакция на Исследует|
LINK|1|15|2|0|Скучает
LINK|2|13|0|0|Играет

CHAIN|35|Реакция на Злится|
LINK|1|3|2|0|Исследует
LINK|2|16|0|0|Требует

CHAIN|36|Реакция на Пугается|
LINK|1|4|2|0|Просит помощи
LINK|2|3|0|0|Исследует

CHAIN|37|Реакция на Злится|
LINK|1|16|2|0|Требует
LINK|2|22|0|0|Бунтует

CHAIN|38|Реакция на Злится|
LINK|1|22|2|0|Бунтует
LINK|2|27|0|0|Пугает

CHAIN|39|Реакция на Исследует|
LINK|1|11|2|0|Злится
LINK|2|21|0|0|Наблюдает

CHAIN|40|Реакция на Ленится|
LINK|1|14|2|0|Спит
LINK|2|18|0|0|Доверяет

CHAIN|41|Реакция на Спит|
LINK|1|12|2|0|Ленится
LINK|2|18|0|0|Доверяет

CHAIN|42|Реакция на Спит|
LINK|1|12|2|0|Ленится
LINK|2|15|0|0|Скучает

CHAIN|43|Реакция на Жалуется|
LINK|1|4|2|0|Просит помощи
LINK|2|12|0|0|Ленится

CHAIN|44|Реакция на Спит|
LINK|1|12|2|0|Ленится
LINK|2|17|0|0|Жалуется

CHAIN|45|Реакция на Злится|
LINK|1|3|2|0|Исследует
LINK|2|22|0|0|Бунтует

CHAIN|46|Реакция на Злится|
LINK|1|8|2|0|Пугается
LINK|2|22|0|0|Бунтует

CHAIN|47|Реакция на Злится|
LINK|1|22|2|0|Бунтует
LINK|2|27|0|0|Пугает

CHAIN|48|Реакция на Исследует|
LINK|1|11|2|0|Злится
LINK|2|13|0|0|Играет

CHAIN|49|Реакция на Просит помощи|
LINK|1|13|2|0|Играет
LINK|2|10|0|0|Грустит

CHAIN|50|Реакция на Наблюдает|
LINK|1|3|2|0|Исследует
LINK|2|15|0|0|Скучает

CHAIN|51|Реакция на Ленится|
LINK|1|14|2|0|Спит
LINK|2|21|0|0|Наблюдает

CHAIN|52|Реакция на Спит|
LINK|1|12|2|0|Ленится
LINK|2|21|0|0|Наблюдает

CHAIN|53|Реакция на Наблюдает|
LINK|1|18|2|0|Доверяет
LINK|2|23|0|0|Успокаивается

CHAIN|54|Реакция на Наблюдает|
LINK|1|3|2|0|Исследует
LINK|2|7|0|0|Удивляется

CHAIN|55|Реакция на Исследует|
LINK|1|21|2|0|Наблюдает
LINK|2|7|0|0|Удивляется

CHAIN|56|Реакция на Исследует|
LINK|1|21|2|0|Наблюдает
LINK|2|7|0|0|Удивляется

CHAIN|57|Реакция на Наблюдает|
LINK|1|3|2|0|Исследует
LINK|2|18|0|0|Доверяет

CHAIN|58|Реакция на Исследует|
LINK|1|13|2|0|Играет
LINK|2|21|0|0|Наблюдает

CHAIN|59|Реакция на Наблюдает|
LINK|1|3|2|0|Исследует
LINK|2|12|0|0|Ленится

