# ID|ActIdList|PhraseIdList|ToneID|MoodID|Kind|VisualColorID|CommandPatternIdList
# ActIdList: ID образа действий с Пульта (через запятую)
# PhraseIdList: ID фраз (через запятую)
# ToneID: ID тона сообщения: -1=Вялый, 0=Нормальный, 1=Повышенный
# MoodID: ID настроения: 0=Нормальное, 1=Хорошее, 2=Плохое, 3=Игривое, 4=Учитель, 5=Агрессивное, 6=Защитное, 7=Протест
# Kind: 0=объективное действие, 1=субъективное предположение
# VisualColorID: зрительный канал (AgentVisualColor): 0=белый, 1=чёрный, 2–8=спектр; при отсутствии столбца в старых файлах подразумевается 0
# CommandPatternIdList: ID паттернов CommandChannel PhraseTree (через запятую); столбец опционален в старых файлах (как пусто)
1|6||0|0|0|0|
2|9||0|0|0|0|
3|13||0|0|0|0|
4||30|0|4|0|0|
5|1||0|0|0|0|
6||4|0|4|0|0|
7||6|0|4|0|0|
8||7|0|4|0|0|
9|2||0|0|0|0|
10|12||0|0|0|0|
11|14||0|0|0|0|
12|5||0|0|0|0|
13|10||0|0|0|0|
14|15||0|0|0|0|
15|7||0|0|0|0|
16||7|0|0|0|0|
17||8|0|0|0|0|
18||10|0|0|0|0|
19||13|0|0|0|0|
20||16|0|0|0|0|
21||18|0|0|0|0|
22||19|0|0|0|0|
23||23|0|0|0|0|
24||26|0|0|1|0|
25|25||0|0|1|0|
26|30||0|0|1|0|
27||27|0|0|0|0|
28||29|0|0|0|0|
